Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location,Highlighted at
Antifragile has been about the failure of the average to represent anything in the presence of nonlinearities and asymmetries similar to the minority rule. So let us go beyond: The average behavior of the market participant will not allow us to understand the general behavior of the market.,Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1541,2018-06-19 04:56:00+00:00
"To make ethical choices you cannot have dilemmas between the particular (friends, family) and the general.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1902,2018-06-19 04:56:00+00:00
"Returning to our interventionistas, we saw that people don’t learn so much from their—and other people’s—mistakes; rather it is the system that learns by selecting those less prone to a certain class of mistakes and eliminating others. Systems learn by removing parts, via negativa.*4 Many bad pilots, as we mentioned, are currently in the bottom of the Atlantic, many dangerous bad drivers are in the local quiet cemetery with nice walkways bordered by trees. Transportation didn’t get safer just because people learn from errors, but because the system does. The experience of the system is different from that of individuals; it is grounded in filtering. To summarize so far, Skin in the game keeps human hubris in check.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,289,2018-06-19 04:56:00+00:00
"Indeed much of the work of investment banks in my day was to play on regulations, find loopholes in the laws. And, counterintuitively, the more regulations, the easier it was to make money.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,960,2018-06-19 04:56:00+00:00
"Mediterranean societies are traditionally ones in which the highest-ranking person is the one with the most skin in the game. And if anything characterizes today’s America, it is economic risk taking, thanks to a happy transfer of martial values to business and commerce in Anglo-Saxon society—remarkably, traditional Arabic culture also puts the same emphasis on the honor of economic risk-taking. But history shows that there were—and still are—societies in which the intellectual was at the top. The Hindus held the Brahman to be first in the hierarchy, the Celts had the druids (so do their Druze possible-cousins), the Egyptians had their scribes, and the Chinese had for a relatively brief time the scholar. Let me add postwar France. You can notice a remarkable similarity to the way these intellectuals held power and separated themselves from the rest: through complex, extremely elaborate rituals, mysteries that stay within the caste, and an overriding focus on the cosmetic. Even within the “normal” warrior-run or doer-run societies, the class of intellectuals is all about rituals: without pomp and ceremony, the intellectual is just a talker, that is, pretty much nothing. Consider the bishop in my parts, the Greek-Orthodox church: it’s a show of dignity. A bishop on rollerblades would no longer be a bishop. There is nothing wrong with the decorative if it remains what it is, decorative, as remains true today. However, science and business must not be decorative.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2745,2018-06-19 04:56:00+00:00
"This doesn’t mean one should never regulate at all. Some systemic effects may require regulation (say hidden tail risks of environmental ruins that show up too late). If you can’t effectively sue, regulate.*5 Now, even if regulations had a small net payoff for society, I would still prefer to be as free as possible, but assume my civil responsibility, face my fate, and pay the penalty if I harm others. This attitude is called deontic libertarianism (deontic comes from “duties”): by regulating you are robbing people of freedom. Some of us believe that freedom is one’s first most essential good. This includes the freedom to make mistakes (those that harm only you); it is sacred to the point that it must never be traded against economic or other benefits.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,597,2018-06-19 04:56:00+00:00
"The underlying structure of reality matters much more than the participants, something policymakers fail to understand. Under the right market structure, a collection of idiots produces a well-functioning market. The researchers Dhananjay Gode and Shyam Sunder came to a surprising result in 1993. You populate markets with zero intelligence agents, that is buying and selling randomly, under some structure such that a proper auction process matches bids and offers in a regular way. And guess what? We get the same allocative efficiency as if market participants were intelligent. Friedrich Hayek has been, once again, vindicated. Yet one of the most cited ideas in history, that of the invisible hand, appears to be the least integrated into modern psyche. Furthermore: It may be that be that some idiosyncratic behavior on the part of the individual (deemed at first glance “irrational”) may be necessary for efficient functioning at the collective level. More critically for the “rationalist” crowd, Individuals don’t need to know where they are going; markets do. Leave people alone under a good structure and they will take care of things.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1583,2018-06-19 04:56:00+00:00
Mediocristan risks are subjected to the Chernoff bound. The Chernoff bound can be explained as follows. The probability that the number of people who drown in their bathtubs in the United States doubles next year—assuming no changes in population or bathtubs—is one per several trillions lifetimes of the universe. This cannot be said about the doubling of the number of people killed by terrorism over the same period.,Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,3927,2018-06-19 04:56:00+00:00
"Financial independence is another way to solve ethical dilemmas, but such independence is hard to ascertain: many seemingly independent people aren’t particularly so. While, in Aristotle’s days, a person of independent means was free to follow his conscience, this is no longer as common in modern days. Intellectual and ethical freedom requires the absence of the skin of others in one’s game, which is why the free are so rare. I cannot possibly imagine the activist Ralph Nader, when he was the target of large motor companies, raising a family with 2.2 kids and a dog.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1906,2018-06-19 04:56:00+00:00
"Once a moral rule is established, it will suffice to have a small, intransigent minority of geographically distributed followers to dictate a norm in society. The sad news is that one person looking at mankind as an aggregate may mistakenly believe that humans are spontaneously becoming more moral, better, and more gentle, with better breath, when this applies to only a small proportion of mankind. But things work both ways, the good and the bad. While some believe that the average Pole was complicit in the liquidation of Jews, the historian Peter Fritzsche, when asked, “Why didn’t the Poles in Warsaw help their Jewish neighbors more?,” responded that they generally did. But it took seven or eight Poles to help one Jew. It took only one Pole, acting as an informer, to turn in a dozen Jews. Even if such select anti-Semitism is contestable, we can easily imagine bad outcomes stemming from a minority of bad agents.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1437,2018-06-19 04:56:00+00:00
"The only definition of rationality that I’ve found that is practically, empirically, and mathematically rigorous is the following: what is rational is that which allows for survival. Unlike modern theories by psychosophasters, it maps to the classical way of thinking. Anything that hinders one’s survival at an individual, collective, tribal, or general level is, to me, irrational. Hence the precautionary principle and sound risk understanding.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,3723,2018-06-19 04:56:00+00:00
"Judging people by their beliefs is not scientific. There is no such thing as the “rationality” of a belief, there is rationality of action. The rationality of an action can be judged only in terms of evolutionary considerations. The axiom of revelation of preferences (originating with Paul Samuelson, or possibly the Semitic gods), as you recall, states the following: you will not have an idea about what people really think, what predicts people’s actions, merely by asking them—they themselves don’t necessarily know. What matters, in the end, is what they pay for goods, not what they say they “think” about them, or the various possible reasons they give you or themselves for that. If you think about it, you will see that this is a reformulation of skin in the game.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,3664,2018-06-19 04:56:00+00:00
"“Do not do unto others what you would not have them do unto you” (Isocrates, Hillel the Elder, Mahabharata). “What is hateful to you, do not do to your fellow: this is the whole Torah; the rest is the explanation; go and learn.” Rabbi Hillel the Elder drawing on Leviticus 19:18. “Do nothing to others which if done to you would cause you pain. This is the essence of morality.”",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,738,2018-06-19 04:56:00+00:00
"Kids with rich parents talk about “class privilege” at privileged colleges such as Amherst—but in one instance, one of them could not answer Dinesh D’Souza’s simple and logical suggestion: Why don’t you go to the registrar’s office and give your privileged spot to the minority student next in line? Clearly the defense given by people under such a situation is that they want others to do so as well—they require a systemic solution to every local perceived problem of injustice. I find that immoral. I know of no ethical system that allows you to let someone drown without helping him because other people are not helping, no system that says, “I will save people from drowning only if others too save other people from drowning.”",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,3182,2018-06-19 04:56:00+00:00
"The principle of intervention, like that of healers, is first do no harm (primum non nocere); even more, we will argue, those who don’t take risks should never be involved in making decisions. Further, We have always been crazy but weren’t skilled enough to destroy the world. Now we can.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,216,2018-06-19 04:56:00+00:00
"A BS DETECTION HEURISTIC The heuristic here would be to use education in reverse: hire, conditional on an equal set of skills, the person with the least label-oriented education. It means that the person had to succeed in spite of the credentialization of his competitors and overcome more serious hurdles. In addition, people who didn’t go to Harvard are easier to deal with in real life. You can tell if a discipline is BS if the degree depends severely on the prestige of the school granting it. I remember when I applied to MBA programs being told that anything outside the top ten or twenty would be a waste of time. On the other hand a degree in mathematics is much less dependent on the school (conditional on being above a certain level, so the heuristic would apply to the difference between top ten and top two thousand schools). The same applies to research papers. In math and physics, a result posted on the repository site arXiv (with a minimum hurdle) is fine. In low-quality fields like academic finance (where papers are usually some form of complicated storytelling), the “prestige” of the journal is the sole criterion.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2841,2018-06-19 04:56:00+00:00
"Let us use as shorthand “Lindy proof,” “is Lindy,” or “Lindy compatible” (one can substitute for another) to show something that seems to belong to the class of things that have proven to have the following property: That which is “Lindy” is what ages in reverse, i.e., its life expectancy lengthens with time, conditional on survival. Only the nonperishable can be Lindy. When it comes to ideas, books, technologies, procedures, institutions, and political systems under Lindy, there is no intrinsic aging and perishability. A physical copy of War and Peace can age (particularly when the publisher cuts corners to save twenty cents on paper for a fifty-dollar book); the book itself as an idea doesn’t. Note that thanks to Lindy, no expert is the final expert anymore and we do not need meta-experts judging the expertise of experts one rank below them. We solve the “turtles all the way down” problem.*1 Fragility is the expert, hence time and survival.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2450,2018-06-19 04:56:00+00:00
"The Acts of the Apostles describes a voyage of St. Paul on a cargo ship from Sidon to Crete to Malta. As they hit a storm: “When they had eaten what they wanted they lightened the ship by throwing the corn overboard into the sea.” Now while they jettisoned particular goods, all owners were to be proportioned the costs of the lost merchandise, not just the specific owners of the lost merchandise. For it turned out that they were following a practice that dates to at least 800 B.C., codified in Lex Rhodia, Rhodian Law, after the mercantile Aegean island of Rhodes; the code is no longer extant but has been cited since antiquity. It stipulates that the risks and costs for contingencies are to be incurred equally, with no concern for responsibility. Justinian’s code summarizes it: It is provided by the Rhodian Law that where merchandise is thrown overboard for the purpose of lightening a ship, what has been lost for the benefit of all must be made up by the contribution of all. And the same mechanism for risk sharing took place with caravans along desert routes. If merchandise was stolen or lost, all merchants had to split the costs, not just its owner.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1088,2018-06-19 04:56:00+00:00
"Slave ownership by companies has traditionally taken very curious forms. The best slave is someone you overpay and who knows it, terrified of losing his status. Multinational companies created the expat category, a sort of diplomat with a higher standard of living who represents the firm far away and runs its business there. All large corporations had (and some still have) employees with expat status and, in spite of its costs, it is an extremely effective strategy. Why? Because the further from headquarters an employee is located, the more autonomous his unit, the more you want him to be a slave so he does nothing strange on his own.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1724,2018-06-19 04:56:00+00:00
"But because the dinner partner could afford the expensive restaurant, we ended up the victims of some complicated experiments by a chef judged by some Michelin bureaucrat. It would fail the Lindy effect: food does better through minute variations from Sicilian grandmother to Sicilian grandmother. It hit me that the rich were natural targets; as the eponymous Thyestes shouts in Seneca’s tragedy, thieves do not enter impecunious homes, and one is more likely to be drinking poison in a golden cup than an ordinary one. Poison is drunk in golden cups (Venenum in auro bibitur).",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2897,2018-06-19 04:56:00+00:00
"Courage, according to the Greek ideal that Aristotle inherited from Homer (and conveyed by Solon, Pericles, and Thucydides) is never a selfish action: Courage is when you sacrifice your own well-being for the sake of the survival of a layer higher than yours. Selfish courage is not courage. A foolish gambler is not committing an act of courage, especially if he is risking other people’s funds or has a family to feed.*4",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,3892,2018-06-19 04:56:00+00:00
"Thirty-nine percent of Americans will spend a year in the top 5 percent of the income distribution, 56 percent will find themselves in the top 10 percent, and 73 percent will spend a year in the top 20 percent.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2384,2018-06-19 04:56:00+00:00
You can define a free person precisely as someone whose fate is not centrally or directly dependent on peer assessment.,Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2477,2018-06-19 04:56:00+00:00
"RELIGIOUS IN WORDS So we define atheism or secularism in deeds, by the distance between one’s actions and those of a nonatheistic person for an equivalent situation, not his beliefs and other decorative and symbolic matters—which, we will show in the next chapter, do not count. Let us take stock here. There are people who are atheists in actions, religious in words (most Orthodox and Catholic Christians) and others who are religious in actions, religious in words (Salafi Islamists and suicide bombers) but I know of nobody who is atheist in both actions and words, completely devoid of rituals, respect for the dead, and superstitions (say a belief in economics, or in the miraculous powers of the mighty state and its institutions).",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,3585,2018-06-19 04:56:00+00:00
"If employees lower your tail risk, you lower theirs as well. Or at least, that’s what they think you do.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1675,2018-06-19 04:56:00+00:00
"There are two ways to make citizens safe from large predators, say, big powerful corporations. The first one is to enact regulations—but these, aside from restricting individual freedoms, lead to another predation, this time by the state, its agents, and their cronies. More critically, people with good lawyers can game regulations (or, as we will see, make it known that they hire former regulators, and overpay for them, which signals a prospective bribe to those currently in office). And of course regulations, once in, stay in, and even when they are proven absurd, politicians are afraid of repealing them, under pressure from those benefiting from them. Given that regulations are additive, we soon end up tangled in complicated rules that choke enterprise. They also choke life. For there are always parasites benefiting from regulation, situations where the businessperson uses government to derive profits, often through protective regulations and franchises. The mechanism is called regulatory recapture, as it cancels the effect of what a regulation was meant to do. The other solution is to put skin in the game in transactions, in the form of legal liability, and the possibility of an efficient lawsuit. The Anglo-Saxon world has traditionally had a predilection for the legal approach instead of the regulatory one: if you harm me, I can sue you. This has led to the very sophisticated, adaptive, and balanced common law, built bottom-up, via trial and error. When people transact, they almost always prefer to agree (as part of the contract) on a Commonwealth (or formerly British-ruled) venue as a forum in the event of a dispute: Hong Kong and Singapore are the favorites in Asia, London and New York in the West. Common law is about the spirit while regulation, owing to its rigidity, is all about the letter.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,581,2018-06-19 04:56:00+00:00
"The researchers Gerd Gigerenzer and Henry Brighton contrast the approaches of the “rationalistic” school (in quotation marks, as there is little that is rational in these rationalists) and that of the heuristic one, in the following example on how a baseball player catches the ball by Richard Dawkins: Richard Dawkins (…) argues that “He behaves as if he had solved a set of differential equations in predicting the trajectory of the ball. At some subconscious level, something functionally equivalent to the mathematical calculations is going on.” (…) Instead, experiments have shown that players rely on several heuristics. The gaze heuristic is the simplest one and works if the ball is already high up in the air: Fix your gaze on the ball, start running, and adjust your running speed so that the angle of gaze remains constant. This error by the science writer Richard Dawkins generalizes to, simply, overintellectualizing humans in their responses to all manner of natural phenomena, rather than accepting the role of a collection of mental heuristics used for specific purposes. The baseball player has no clue about the exact heuristic, but he goes with it—otherwise he would lose the game to another, nonintellectualizing, competitor. Likewise, as we will see in Chapter 18, religious “beliefs” are simply mental heuristics that solve a collection of problems—without the agent really knowing how. Solving equations in order to make a decision isn’t a skill we humans can aspire to have—it is computationally impossible. What we can rationally do is neutralize some harmful aspects of these heuristics, defang them so to speak.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2771,2018-06-19 04:56:00+00:00
"Sharia, in particular the law regulating Islamic transactions and finance, is of interest to us insofar as it preserves some of the lost Mediterranean and Babylonian methods and practices—not to prop up the ego of Saudi princes. It exists at the intersection of Greco-Roman law (as reflected from people in Semitic territories’ contact with the school of law of Berytus), Phoenician trading rules, Babylonian legislations, and Arab tribal commercial customs and, as such, it provides a repository of ancient Mediterranean and Semitic lore. I hence view Sharia as a museum of the history of ideas on symmetry in transactions. Sharia establishes the interdict of gharar, drastic enough to be totally banned in any form of transaction. It is an extremely sophisticated term in decision theory that does not exist in English; it means both uncertainty and deception—my personal take is that it means something beyond informational asymmetry between agents: inequality of uncertainty. Simply, as the aim is for both parties in a transaction to have the same uncertainty facing random outcomes, an asymmetry becomes equivalent to theft. Or more robustly: No person in a transaction should have certainty about the outcome while the other one has uncertainty.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,discard,location,973,2018-06-19 04:56:00+00:00
"Dynamic equality is what restores ergodicity, making time and ensemble probabilities substitutable.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2226,2018-06-19 04:56:00+00:00
"TALKING ONE’S BOOK I went on television once to announce a newly published book and got stuck in the studio, drafted to become part of a roundtable with two journalists plus the anchor. The topic of the day was Microsoft, a company that was in existence at the time. Everyone, including the anchor, chipped in. My turn came: “I own no Microsoft stock, I am short no Microsoft stock [i.e., would benefit from its decline], hence I can’t talk about it.” I repeated my dictum of Prologue 1: Don’t tell me what you think, tell me what you have in your portfolio. There was immeasurable confusion in the faces: a journalist is typically not supposed to talk about stocks he owns—and, what is worse, is supposed to always, always make pronouncements about stuff he can barely find on a map. A journalist is meant to be an impartial “judge,” yet, unlike Sisamnes in the Judgment of Cambyses, there is no threat of a secondary use of his skin. There are two types of “talking one’s book.” One consists of buying a stock because you like it, then commenting on it (and disclosing such ownership)—the most reliable advocate for a product is its user.*6 Another is buying a stock so you can advertise the qualities of the company, then selling it, benefiting from the trumpeting—this is called market manipulation, and it is certainly a conflict of interest. We removed the skin in the game of journalists in order to prevent market manipulation, thinking that it would be a net gain to society. The arguments in this book are that the former (market manipulation) and conflicts of interest are more benign than impunity for bad advice. The main reason, we will see, is that in the absence of skin in the game, journalists will imitate, to be safe, the opinion of other journalists, thus creating monoculture and collective mirages.*7",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1102,2018-06-19 04:56:00+00:00
"The psychological experiments on individuals showing “biases” do not allow us to automatically understand aggregates or collective behavior, nor do they enlighten us about the behavior of groups. Human nature is not defined outside of transactions involving other humans. Remember that we do not live alone, but in packs, and almost nothing of relevance concerns a person in isolation—which is what is typically done in laboratory-style works.*1",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1548,2018-06-19 04:56:00+00:00
"So we summarize this chapter and link it to hidden asymmetries, the subtitle of the book. Society doesn’t evolve by consensus, voting, majority, committees, verbose meetings, academic conferences, tea and cucumber sandwiches, or polling; only a few people suffice to disproportionately move the needle. All one needs is an asymmetric rule somewhere—and someone with soul in the game. And asymmetry is present in about everything.*6",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1516,2018-06-19 04:56:00+00:00
"So when we look at religion, and, to some extent, ancestral superstitions, we should consider what purpose they serve, rather than focusing on the notion of “belief,” epistemic belief in its strict scientific definition. In science, belief is literal belief; it is right or wrong, never metaphorical. In real life, belief is an instrument to do things, not the end product. This is similar to vision: the purpose of your eyes is to orient you in the best possible way, and get you out of trouble when needed, or help you find prey at a distance. Your eyes are not sensors designed to capture the electromagnetic spectrum. Their job description is not to produce the most accurate scientific representation of reality; rather the most useful one for survival.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,3607,2018-06-19 04:56:00+00:00
"Karl Popper’s idea of science is an enterprise that produces claims that can be contradicted by eventual observations, not a series of verifiable ones: science is fundamentally disconfirmatory, not confirmatory. This mechanism of falsification is entirely Lindy-compatible; it actually requires the operation of the Lindy effect (in combination with the minority rule). Although Popper saw the statics, he didn’t study the dynamics, nor did he look at the risk dimension of things. The reason science works isn’t because there is a proper “scientific method” derived by some nerds in isolation, or some “standard” that passes a test similar to the eye exam of the Department of Motor Vehicles; rather it is because scientific ideas are Lindy-prone, that is, subjected to their own natural fragility. Ideas need to have skin in the game. You know an idea will fail if it is not useful, and can be therefore vulnerable to the falsification of time (and not that of naive falsificationism, that is, according to some government-printed black-and-white guideline). The longer an idea has been around without being falsified, the longer its future life expectancy. For if you read Paul Feyerabend’s account of the history of scientific discoveries, you can clearly see that anything goes in the process—but not with the test of time. That appears to be nonnegotiable. Note that I am here modifying Popper’s idea; we can replace “true” (rather, not false) with “useful,” even “not harmful,” even “protective to its users.” So I will diverge from Popper in the following. For things to survive, they necessarily need to fare well in the risk dimension, that is, be good at not dying. By the Lindy effect, if an idea has skin in the game, it is not in the truth game, but in the harm game. An idea survives if it is a good risk manager, that is, not only doesn’t harm its holders, but favors their survival—this also applies to superstitions that have crossed centuries because they led to some protective actions. More technically, an idea needs to be convex (antifragile), or at least bring about a beneficial reduction of fragility somewhere.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2547,2018-06-19 04:56:00+00:00
"Via negativa: the principle that we know what is wrong with more clarity than what is right, and that knowledge grows by subtraction. Also, it is easier to know that something is wrong than to find the fix. Actions that remove are more robust than those that add because addition may have unseen, complicated feedback loops. This is discussed in some depth in Antifragile.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,307,2018-06-19 04:56:00+00:00
"When, on leaving office, Barack Obama accepted a sum of more than $40 million to write his memoirs, many people were outraged. His supporters, statists who were defending him, on the other hand, were critical of the rich entrepreneurs hired by the subsequent administration. Money is greed, for them—but those who did not earn the money via commerce were illogically exempt. I had a rough time explaining that having rich people in a public office is very different from having public people become rich—again, it is the dynamics, the sequence, that matters.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2348,2018-06-19 04:56:00+00:00
"Same with real estate: most people, I am convinced, are happier in close quarters, in a real barrio-style neighborhood, where they can feel human warmth and company. But when they have big bucks they end up pressured to move into outsized, impersonal, and silent mansions, far away from neighbors. On late afternoons, the silence of these large galleries has a funereal feel to it, but without the soothing music. This is something historically rare: in the past, large mansions were teeming with servants, head-servants, butlers, cooks, assistants, maids, private tutors, impoverished cousins, horse grooms, even personal musicians. And nobody today will come to console you for having a mansion—few will realize that it is quite sad to be there on Sunday evening.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2909,2018-06-19 04:56:00+00:00
"Anyone who has survived in the risk-taking business more than a few years has some version of our by now familiar principle that “in order to succeed, you must first survive.” My own has been: “never cross a river if it is on average four feet deep.” I effectively organized all my life around the point that sequence matters and the presence of ruin disqualifies cost-benefit analyses; but it never hit me that the flaw in decision theory was so deep. Until out of nowhere came a paper by the physicist Ole Peters, working with the great Murray Gell-Mann. They presented a version of the difference between ensemble and time probabilities with a thought experiment similar to mine above, and showed that just about everything in social science having to do with probability is flawed. Deeply flawed. Very deeply flawed. Largely, terminally flawed. For, in the quarter millennia since an initial formulation of decision making under uncertainty by the mathematician Jacob Bernoulli, one that has since become standard, almost all people involved in the field have made the severe mistake of missing the effect of the difference between ensemble and time.*1 Everyone? Not quite: every economist maybe, but not everyone: the applied mathematicians Claude Shannon and Ed Thorp, and the physicist J. L. Kelly of the Kelly Criterion got it right. They also got it in a very simple way. The father of insurance mathematics, the Swedish applied mathematician Harald Cramér, also got the point. And, more than two decades ago, practitioners such as Mark Spitznagel and myself built our entire business careers around it.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,3782,2018-06-19 04:56:00+00:00
"Formulation shmormulation, fughedaboud Kant as it gets too complicated and things that get complicated have a problem. So we will skip Kant’s drastic approach for one main reason: Universal behavior is great on paper, disastrous in practice. Why? As we will belabor ad nauseam in this book, we are local and practical animals, sensitive to scale. The small is not the large; the tangible is not the abstract; the emotional is not the logical. Just as we argued that micro works better than macro, it is best to avoid going to the very general when saying hello to your garage attendant. We should focus on our immediate environment; we need simple practical rules. Even worse: the general and the abstract tend to attract self-righteous psychopaths similar to the interventionistas of Part 1 of the Prologue.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,favorite,location,393,2018-06-19 04:56:00+00:00
"ERGODICITY To take stock: a situation is deemed non-ergodic when observed past probabilities do not apply to future processes. There is a “stop” somewhere, an absorbing barrier that prevents people with skin in the game from emerging from it—and to which the system will invariably tend. Let us call these situations “ruin,” as there is no reversibility away from the condition. The central problem is that if there is a possibility of ruin, cost-benefit analyses are no longer possible.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,3809,2018-06-19 04:56:00+00:00
"Rationality does not superficially look like rationality—just as science doesn’t look like science as we’ve seen. Three rigorous thinkers (and their schools) orient my thinking on the matter: the cognitive scientist and polymath Herb Simon, who pioneered artificial intelligence; the psychologist Gerd Gigerenzer; and the mathematician, logician, and decision theorist Ken Binmore, who spent his life formulating the logical foundations of rationality.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,.rl,yellow,rl,location,3649,2018-06-19 04:56:00+00:00
"One should give more weight to research that, while being rigorous, contradicts other peers, particularly if it entails costs and reputational harm for its author. Further, Someone with a high public presence who is controversial and takes risks for his opinion is less likely to be a bull***t vendor.*4",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2528,2018-06-19 04:56:00+00:00
"A saying by the brothers Geoff and Vince Graham summarizes the ludicrousness of scale-free political universalism. I am, at the Fed level, libertarian; at the state level, Republican; at the local level, Democrat; and at the family and friends level, a socialist. If that saying doesn’t convince you of the fatuousness of left vs. right labels, nothing will.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1073,2018-06-19 04:56:00+00:00
"Looking at genetic data in the Eastern Mediterranean with my collaborator the geneticist Pierre Zalloua, we noticed that both invaders, Turks and Arabs, left few genes, and in the case of Turkey, the tribes from East and Central Asia brought an entirely new language. Turkey, shockingly, is still inhabited by the populations of Asia Minor you read about in history books, but with new names. Further, Zalloua and his colleagues claim that Canaanites from 3,700 years ago represent more than nine-tenths of the genes of current residents of the state of Lebanon, with only a tiny amount of new genes added, in spite of about every possible army having dropped by for sightseeing and some pillaging.*2 While Turks are Mediterraneans who speak an East Asian language, the French (North of Avignon) are largely of Northern European stock, yet they speak a Mediterranean language. So: Genes follow majority rule; languages minority rule. Languages travel; genes less so. This shows us the recent mistake of building racial theories on language, dividing people into “Aryans” and “Semites,” based on linguistic considerations. While the subject was central to the German Nazis, the practice continues today in one form or another, often benign. For the great irony is that Northern European supremacists (“Aryan”), while anti-Semitic, used the classical Greeks to give themselves a pedigree and a link to a glorious civilization, but didn’t realize that the Greeks and their Mediterranean “Semitic” neighbors were actually genetically close to one another. It has been recently shown that both ancient Greeks and Bronze Age Levantines share an Anatolian origin. It just happened that the languages diverged.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,discard,location,1351,2018-06-19 04:56:00+00:00
